FID;STATE;CWA;COUNTYNAME;FIPS;TIME_ZONE;FE_AREA;LON;LAT
0;ME;CAR;Washington;23029;E;se;-67.636099999999999;45.036299999999997
1;GA;CHS;McIntosh;13191;E;se;-81.264600000000002;31.532900000000001
2;GA;CHS;Liberty;13179;E;se;-81.210300000000004;31.709299999999999
3;AS;PPG;Swains Island;60040;S; ;-171.045899999999989;-11.084300000000001
4;AS;PPG;Manu a;60020;S; ;-169.506000000000000;-14.221900000000000
5;AS;PPG;Western;60050;S; ;-170.769100000000009;-14.324100000000000
6;AS;PPG;Eastern;60010;S; ;-170.659600000000012;-14.276300000000001
7;PR;SJU;Anasco;72011;V; ;-67.122100000000003;18.286999999999999
8;PR;SJU;Arroyo;72015;V; ;-66.056299999999993;17.998200000000001
9;PR;SJU;Barceloneta;72017;V; ;-66.560500000000005;18.445399999999999
10;PR;SJU;Barranquitas;72019;V; ;-66.309899999999999;18.201699999999999
11;PR;SJU;Bayamon;72021;V; ;-66.168400000000005;18.349699999999999
12;PR;SJU;Caguas;72025;V; ;-66.050799999999995;18.211900000000000
13;PR;SJU;Canovanas;72029;V; ;-65.887900000000002;18.328800000000001
14;PR;SJU;Cayey;72035;V; ;-66.149500000000003;18.102900000000002
15;PR;SJU;Ceiba;72037;V; ;-65.667800000000000;18.252600000000001
16;PR;SJU;Ciales;72039;V; ;-66.516400000000004;18.288900000000002
17;PR;SJU;Cidra;72041;V; ;-66.161100000000005;18.173700000000000
18;PR;SJU;Coamo;72043;V; ;-66.360100000000003;18.097200000000001
19;PR;SJU;Comerio;72045;V; ;-66.221900000000005;18.224799999999998
20;PR;SJU;Corozal;72047;V; ;-66.327900000000000;18.304300000000001
21;PR;SJU;Florida;72054;V; ;-66.560100000000006;18.373500000000000
22;PR;SJU;Guanica;72055;V; ;-66.919799999999995;17.982700000000001
23;PR;SJU;Guayama;72057;V; ;-66.133600000000001;18.007700000000000
24;PR;SJU;Guayanilla;72059;V; ;-66.791600000000003;18.040600000000001
25;PR;SJU;Guaynabo;72061;V; ;-66.114500000000007;18.344200000000001
26;PR;SJU;Gurabo;72063;V; ;-65.979100000000003;18.266300000000001
27;PR;SJU;Hatillo;72065;V; ;-66.796400000000006;18.410599999999999
28;PR;SJU;Hormigueros;72067;V; ;-67.114000000000004;18.134100000000000
29;PR;SJU;Mayaguez;72097;V; ;-67.337000000000003;18.171600000000002
30;PR;SJU;Naguabo;72103;V; ;-65.754199999999997;18.230599999999999
31;PR;SJU;Jayuya;72073;V; ;-66.588499999999996;18.210599999999999
32;PR;SJU;Juana Diaz;72075;V; ;-66.495099999999994;18.050699999999999
33;PR;SJU;Juncos;72077;V; ;-65.908900000000003;18.223600000000001
34;PR;SJU;Lajas;72079;V; ;-67.040400000000005;18.012300000000000
35;PR;SJU;Lares;72081;V; ;-66.866900000000001;18.268899999999999
36;PR;SJU;Las Piedras;72085;V; ;-65.869299999999996;18.187600000000000
37;PR;SJU;Manati;72091;V; ;-66.490200000000002;18.420400000000001
38;PR;SJU;Maricao;72093;V; ;-66.942400000000006;18.172100000000000
39;PR;SJU;Maunabo;72095;V; ;-65.921899999999994;18.018000000000001
40;PR;SJU;Moca;72099;V; ;-67.080799999999996;18.377900000000000
41;PR;SJU;Morovis;72101;V; ;-66.420199999999994;18.317100000000000
42;PR;SJU;Naranjito;72105;V; ;-66.252600000000001;18.288399999999999
43;PR;SJU;Orocovis;72107;V; ;-66.433899999999994;18.214900000000000
44;PR;SJU;Patillas;72109;V; ;-66.012200000000007;18.031700000000001
45;PR;SJU;Penuelas;72111;V; ;-66.721100000000007;18.060800000000000
46;PR;SJU;Ponce;72113;V; ;-66.614099999999993;18.059699999999999
47;PR;SJU;Sabana Grande;72121;V; ;-66.943500000000000;18.082999999999998
48;PR;SJU;Salinas;72123;V; ;-66.256399999999999;18.011500000000002
49;PR;SJU;San German;72125;V; ;-67.038499999999999;18.111100000000000
50;PR;SJU;San Juan;72127;V; ;-66.060699999999997;18.386399999999998
51;PR;SJU;San Lorenzo;72129;V; ;-65.976399999999998;18.148000000000000
52;PR;SJU;Santa Isabel;72133;V; ;-66.388900000000007;17.995000000000001
53;PR;SJU;Trujillo Alto;72139;V; ;-65.999200000000002;18.336200000000002
54;PR;SJU;Utuado;72141;V; ;-66.702399999999997;18.271000000000001
55;PR;SJU;Vega Alta;72143;V; ;-66.337199999999996;18.409300000000002
56;PR;SJU;Villalba;72149;V; ;-66.472899999999996;18.128000000000000
57;PR;SJU;Yabucoa;72151;V; ;-65.896500000000003;18.070599999999999
58;PR;SJU;Yauco;72153;V; ;-66.858599999999996;18.080100000000002
59;PR;SJU;San Sebastian;72131;V; ;-66.971199999999996;18.328800000000001
60;PR;SJU;Adjuntas;72001;V; ;-66.754199999999997;18.179800000000000
61;PR;SJU;Aguas Buenas;72007;V; ;-66.126800000000003;18.251700000000000
62;PR;SJU;Aibonito;72009;V; ;-66.264399999999995;18.131100000000000
63;VI;SJU;Saint Croix;78010;V; ;-64.767700000000005;17.733300000000000
64;PR;SJU;Arecibo;72013;V; ;-66.675200000000004;18.406800000000000
65;PR;SJU;Las Marias;72083;V; ;-66.983500000000006;18.237100000000002
66;PR;SJU;Rincon;72117;V; ;-67.241399999999999;18.337399999999999
67;PR;SJU;Aguadilla;72005;V; ;-67.120699999999999;18.459700000000002
68;PR;SJU;Isabela;72071;V; ;-67.005200000000002;18.449900000000000
69;PR;SJU;Camuy;72027;V; ;-66.860200000000006;18.418800000000001
70;PR;SJU;Dorado;72051;V; ;-66.278700000000001;18.436499999999999
71;PR;SJU;Toa Alta;72135;V; ;-66.246399999999994;18.362600000000000
72;PR;SJU;Aguada;72003;V; ;-67.174800000000005;18.360299999999999
73;PR;SJU;Culebra;72049;V; ;-65.287700000000001;18.315899999999999
74;PR;SJU;Cabo Rojo;72023;V; ;-67.153700000000001;18.041499999999999
75;PR;SJU;Fajardo;72053;V; ;-65.668599999999998;18.317599999999999
76;PR;SJU;Vieques;72147;V; ;-65.441400000000002;18.123100000000001
77;PR;SJU;Carolina;72031;V; ;-65.956699999999998;18.374199999999998
78;VI;SJU;Saint Thomas;78030;V; ;-64.930199999999999;18.345300000000002
79;PR;SJU;Quebradillas;72115;V; ;-66.926000000000002;18.439699999999998
80;PR;SJU;Catano;72033;V; ;-66.144000000000005;18.437400000000000
81;PR;SJU;Luquillo;72089;V; ;-65.724900000000005;18.342199999999998
82;PR;SJU;Humacao;72069;V; ;-65.810500000000005;18.145199999999999
83;VI;SJU;Saint John;78020;V; ;-64.738500000000002;18.338999999999999
84;PR;SJU;Rio Grande;72119;V; ;-65.820200000000000;18.355300000000000
85;PR;SJU;Loiza;72087;V; ;-65.924700000000001;18.434000000000001
86;GU;GUM;Guam;66010;G; ;144.774900000000002;13.441900000000000
87;GU;GUM;Northern Islands;69085;G; ;145.692200000000014;17.972500000000000
88;GU;GUM;Saipan;69110;G; ;145.752299999999991;15.188900000000000
89;GU;GUM;Rota;69100;G; ;145.212700000000012;14.155799999999999
90;GU;GUM;Tinian;69120;G; ;145.624099999999999;15.001400000000000
91;CT;BOX;Hartford;09003;E;nn;-72.732799999999997;41.806399999999996
92;CT;BOX;Tolland;09013;E;nn;-72.336500000000001;41.854999999999997
93;CT;BOX;Windham;09015;E;nn;-71.987499999999997;41.829900000000002
94;MA;BOX;Nantucket;25019;E;se;-70.074399999999997;41.278100000000002
95;MD;PBZ;Garrett;24023;E;ww;-79.273899999999998;39.528599999999997
96;VT;BTV;Windsor;50027;E;ss;-72.585499999999996;43.579799999999999
97;NH;GYX;Sullivan;33019;E;cc;-72.222300000000004;43.361199999999997
98;NH;GYX;Belknap;33001;E;cc;-71.423299999999998;43.518799999999999
99;NH;GYX;Cheshire;33005;E;ss;-72.251199999999997;42.919300000000000
100;NH;GYX;Strafford;33017;E;cc;-71.029300000000006;43.297499999999999
101;NY;BGM;Yates;36123;E;cc;-77.105500000000006;42.633499999999998
102;NY;BUF;Allegany;36003;E;ww;-78.027600000000007;42.257399999999997
103;NY;BGM;Broome;36007;E;cc;-75.819599999999994;42.160200000000003
104;NY;BUF;Cattaraugus;36009;E;ww;-78.678899999999999;42.248600000000003
105;NY;BGM;Chemung;36015;E;cc;-76.760000000000005;42.141300000000001
106;NY;BGM;Chenango;36017;E;cc;-75.611500000000007;42.493600000000001
107;NY;BGM;Cortland;36023;E;cc;-76.070200000000000;42.594999999999999
108;NY;BGM;Delaware;36025;E;cc;-74.966399999999993;42.198200000000000
109;NY;BUF;Genesee;36037;E;ww;-78.193600000000004;43.000999999999998
110;NY;ALY;Hamilton;36041;E;ee;-74.497399999999999;43.661099999999998
111;NY;BUF;Lewis;36049;E;cc;-75.448800000000006;43.784700000000001
112;NY;BUF;Livingston;36051;E;ww;-77.775400000000005;42.728000000000002
113;NY;BGM;Madison;36053;E;cc;-75.669700000000006;42.912900000000000
114;NY;ALY;Montgomery;36057;E;ee;-74.439700000000002;42.902299999999997
115;NY;BGM;Onondaga;36067;E;cc;-76.194599999999994;43.005800000000001
116;NY;BUF;Ontario;36069;E;ww;-77.299800000000005;42.852899999999998
117;NY;OKX;Orange;36071;E;se;-74.305599999999998;41.402200000000001
118;NY;BGM;Otsego;36077;E;cc;-75.032600000000002;42.633800000000001
119;NY;OKX;Putnam;36079;E;se;-73.749499999999998;41.426699999999997
120;NY;OKX;Rockland;36087;E;se;-74.024100000000004;41.152900000000002
121;NY;ALY;Schoharie;36095;E;ec;-74.442099999999996;42.588200000000001
122;NY;BGM;Schuyler;36097;E;cc;-76.875200000000007;42.393799999999999
123;NY;BGM;Seneca;36099;E;cc;-76.823700000000002;42.780999999999999
124;NY;BGM;Steuben;36101;E;cc;-77.383799999999994;42.267800000000001
125;NY;BGM;Sullivan;36105;E;cc;-74.768100000000004;41.716400000000000
126;NY;BGM;Tioga;36107;E;cc;-76.306299999999993;42.170299999999997
127;NY;BGM;Tompkins;36109;E;cc;-76.473699999999994;42.451999999999998
128;NY;BUF;Wyoming;36121;E;ww;-78.224500000000006;42.702300000000001
129;PA;CTP;Adams;42001;E;sc;-77.217900000000000;39.871499999999997
130;PA;PBZ;Allegheny;42003;E;sw;-79.981200000000001;40.468800000000002
131;PA;PBZ;Armstrong;42005;E;wc;-79.464500000000001;40.812500000000000
132;PA;PBZ;Beaver;42007;E;ww;-80.349299999999999;40.682299999999998
133;PA;CTP;Bedford;42009;E;sc;-78.490200000000002;40.006599999999999
134;PA;CTP;Blair;42013;E;cc;-78.348600000000005;40.481299999999997
135;PA;BGM;Bradford;42015;E;ne;-76.515699999999995;41.788600000000002
136;PA;PBZ;Butler;42019;E;wc;-79.912999999999997;40.911700000000003
137;PA;CTP;Cambria;42021;E;cc;-78.713600000000000;40.495399999999997
138;PA;CTP;Cameron;42023;E;nc;-78.203800000000001;41.436799999999998
139;PA;PBZ;Clarion;42031;E;wc;-79.421000000000006;41.192500000000003
140;PA;CTP;Clearfield;42033;E;cc;-78.474100000000007;41.000200000000000
141;PA;CTP;Columbia;42037;E;cc;-76.405199999999994;41.048600000000000
142;PA;CLE;Crawford;42039;E;nw;-80.106300000000005;41.684800000000003
143;PA;CTP;Cumberland;42041;E;sc;-77.265100000000004;40.163699999999999
144;PA;CTP;Dauphin;42043;E;sc;-76.779300000000006;40.415500000000002
145;PA;CTP;Elk;42047;E;nc;-78.649199999999993;41.425199999999997
146;PA;PBZ;Forest;42053;E;nw;-79.236099999999993;41.513199999999998
147;PA;CTP;Franklin;42055;E;sc;-77.721199999999996;39.927500000000002
148;PA;CTP;Fulton;42057;E;sc;-78.112399999999994;39.925500000000000
149;PA;PBZ;Greene;42059;E;sw;-80.222899999999996;39.853800000000000
150;PA;CTP;Huntingdon;42061;E;cc;-77.981200000000001;40.417000000000002
151;PA;PBZ;Indiana;42063;E;wc;-79.087500000000006;40.652099999999997
152;PA;PBZ;Jefferson;42065;E;wc;-78.999499999999998;41.128100000000003
153;PA;CTP;Juniata;42067;E;cc;-77.402000000000001;40.531100000000002
154;PA;BGM;Lackawanna;42069;E;ne;-75.609200000000001;41.436999999999998
155;PA;CTP;Lancaster;42071;E;sc;-76.247699999999995;40.042400000000001
156;PA;PBZ;Lawrence;42073;E;ww;-80.334199999999996;40.991199999999999
157;PA;CTP;Lebanon;42075;E;sc;-76.457700000000003;40.367199999999997
158;PA;BGM;Luzerne;42079;E;ne;-75.988900000000001;41.177100000000003
159;PA;CTP;McKean;42083;E;nc;-78.569000000000003;41.807800000000000
160;PA;PBZ;Mercer;42085;E;nw;-80.257700000000000;41.302199999999999
161;PA;CTP;Mifflin;42087;E;cc;-77.617099999999994;40.610399999999998
162;PA;CTP;Montour;42093;E;cc;-76.658600000000007;41.027999999999999
163;PA;CTP;Perry;42099;E;sc;-77.262200000000007;40.398400000000002
164;PA;BGM;Pike;42103;E;ne;-75.033799999999999;41.332099999999997
165;PA;CTP;Potter;42105;E;nc;-77.895799999999994;41.744999999999997
166;PA;CTP;Schuylkill;42107;E;cc;-76.215999999999994;40.705900000000000
167;PA;CTP;Snyder;42109;E;cc;-77.070099999999996;40.770000000000003
168;PA;CTP;Somerset;42111;E;sc;-79.028300000000002;39.972499999999997
169;PA;CTP;Sullivan;42113;E;nc;-76.511899999999997;41.445999999999998
170;PA;BGM;Susquehanna;42115;E;ne;-75.800799999999995;41.821399999999997
171;PA;CTP;Tioga;42117;E;nc;-77.254300000000001;41.772100000000002
172;PA;CTP;Union;42119;E;cc;-77.062100000000001;40.963000000000001
173;PA;PBZ;Venango;42121;E;nw;-79.757999999999996;41.401000000000003
174;PA;CTP;Warren;42123;E;nc;-79.274100000000004;41.814700000000002
175;PA;PBZ;Washington;42125;E;sw;-80.248199999999997;40.189399999999999
176;PA;BGM;Wyoming;42131;E;ne;-76.016499999999994;41.518400000000000
177;PA;CTP;York;42133;E;sc;-76.726500000000001;39.919899999999998
178;RI;BOX;Newport;44005;E; ;-71.236599999999996;41.555999999999997
179;VA;RNK;Patrick;51141;E;sw;-80.284300000000002;36.678400000000003
180;VA;RNK;Pittsylvania;51143;E;sc;-79.397099999999995;36.821300000000001
181;VA;RNK;Pulaski;51155;E;sw;-80.714299999999994;37.063600000000001
182;VA;RNK;Roanoke;51161;E;wc;-80.067899999999995;37.269300000000001
183;VA;RNK;Rockbridge;51163;E;wc;-79.447500000000005;37.814599999999999
184;VA;MRX;Russell;51167;E;sw;-82.095600000000005;36.933799999999998
185;VA;MRX;Scott;51169;E;sw;-82.602999999999994;36.714199999999998
186;VA;RNK;Smyth;51173;E;sw;-81.537000000000006;36.843899999999998
187;VA;RNK;Tazewell;51185;E;sw;-81.560599999999994;37.125000000000000
188;VA;MRX;Washington;51191;E;sw;-81.959599999999995;36.724499999999999
189;VA;MRX;Wise;51195;E;sw;-82.621200000000002;36.975200000000001
190;VA;RNK;Wythe;51197;E;sw;-81.078599999999994;36.917099999999998
191;VA;RNK;Alleghany;51005;E;wc;-80.007000000000005;37.787599999999998
192;VA;RNK;Carroll;51035;E;sw;-80.733900000000006;36.731600000000000
193;VA;RNK;Campbell;51031;E;cc;-79.096299999999999;37.205599999999997
194;VA;RNK;Henry;51089;E;sc;-79.873900000000006;36.682800000000000
195;VA;RNK;Montgomery;51121;E;sw;-80.386899999999997;37.173999999999999
196;VA;RNK;Halifax;51083;E;sc;-78.936700000000002;36.767000000000003
197;VA;RNK;Grayson;51077;E;sw;-81.224999999999994;36.656599999999997
198;VA;RNK;Giles;51071;E;sw;-80.703699999999998;37.314100000000003
199;VA;RNK;Franklin;51067;E;wc;-79.881000000000000;36.991900000000001
200;VA;RNK;Floyd;51063;E;sw;-80.362600000000000;36.931500000000000
201;VA;RLX;Dickenson;51051;E;sw;-82.350300000000004;37.125799999999998
202;VA;RNK;Craig;51045;E;sw;-80.212299999999999;37.481299999999997
203;VA;RNK;Charlotte;51037;E;sc;-78.661600000000007;37.011600000000001
204;VA;RNK;Buckingham;51029;E;cc;-78.528700000000001;37.572200000000002
205;VA;RLX;Buchanan;51027;E;sw;-82.036000000000001;37.266599999999997
206;VA;RNK;Botetourt;51023;E;wc;-79.812299999999993;37.557099999999998
207;VA;RNK;Bland;51021;E;sw;-81.130200000000002;37.134000000000000
208;VA;RNK;Bedford;51019;E;sc;-79.524199999999993;37.315199999999997
209;VA;RNK;Bath;51017;E;wc;-79.741100000000003;38.058700000000002
210;VA;RNK;Appomattox;51011;E;cc;-78.812100000000001;37.372199999999999
211;VA;RNK;Amherst;51009;E;cc;-79.145099999999999;37.604799999999997
212;VA;MRX;Lee;51105;E;sw;-83.128500000000003;36.705500000000001
213;VT;BTV;Lamoille;50015;E;nw;-72.641400000000004;44.605699999999999
214;VT;BTV;Orange;50017;E;cc;-72.376900000000006;44.005600000000001
215;VT;ALY;Bennington;50003;E;ss;-73.092900000000000;43.035499999999999
216;VT;BTV;Orleans;50019;E;ne;-72.243799999999993;44.828800000000001
217;VT;BTV;Washington;50023;E;cc;-72.614900000000006;44.273400000000002
218;VT;BTV;Grand Isle;50013;E;nw;-73.294799999999995;44.796799999999998
219;WV;RLX;Raleigh;54081;E;se;-81.248599999999996;37.771400000000000
220;WV;RLX;Putnam;54079;E;ww;-81.909000000000006;38.508600000000001
221;WV;PBZ;Preston;54077;E;ne;-79.668099999999995;39.469299999999997
222;WV;RLX;Pocahontas;54075;E;ne;-80.007700000000000;38.331800000000001
223;WV;RLX;Pleasants;54073;E;nw;-81.160600000000002;39.370899999999999
224;WV;PBZ;Ohio;54069;E;nn;-80.618899999999996;40.096899999999998
225;WV;RLX;Nicholas;54067;E;se;-80.799300000000002;38.291699999999999
226;WV;RNK;Monroe;54063;E;se;-80.550500000000000;37.560400000000001
227;WV;PBZ;Monongalia;54061;E;nn;-80.046499999999995;39.630299999999998
228;WV;RLX;Mingo;54059;E;ss;-82.134600000000006;37.726399999999998
229;WV;RNK;Mercer;54055;E;se;-81.111400000000003;37.405500000000004
230;WV;RLX;Mason;54053;E;ww;-82.026499999999999;38.769700000000000
231;WV;PBZ;Marshall;54051;E;nn;-80.663399999999996;39.860599999999998
232;WV;PBZ;Marion;54049;E;nn;-80.243399999999994;39.509999999999998
233;WV;RLX;McDowell;54047;E;ss;-81.653599999999997;37.378500000000003
234;WV;RLX;Logan;54045;E;ss;-81.935299999999998;37.831600000000002
235;WV;RLX;Lincoln;54043;E;cc;-82.070499999999996;38.175300000000000
236;WV;RLX;Kanawha;54039;E;cc;-81.528099999999995;38.336500000000001
237;WV;RLX;Jackson;54035;E;nw;-81.674800000000005;38.834400000000002
238;WV;PBZ;Hancock;54029;E;nn;-80.573899999999995;40.521299999999997
239;WV;RNK;Greenbrier;54025;E;se;-80.452900000000000;37.946899999999999
240;WV;RLX;Randolph;54083;E;ne;-79.875799999999998;38.774799999999999
241;WV;RLX;Gilmer;54021;E;nc;-80.857100000000003;38.924100000000003
242;WV;RLX;Fayette;54019;E;se;-81.081100000000006;38.028799999999997
243;WV;RLX;Clay;54015;E;nc;-81.075100000000006;38.462600000000002
244;WV;RLX;Calhoun;54013;E;nc;-81.117500000000007;38.844499999999996
245;WV;RLX;Cabell;54011;E;cc;-82.241699999999994;38.420299999999997
246;WV;PBZ;Brooke;54009;E;nn;-80.576499999999996;40.273299999999999
247;WV;RLX;Braxton;54007;E;nc;-80.719300000000004;38.699800000000003
248;WV;RLX;Boone;54005;E;cc;-81.711299999999994;38.023099999999999
249;WV;PBZ;Wetzel;54103;E;nn;-80.639099999999999;39.605300000000000
250;WV;RLX;Wirt;54105;E;nw;-81.378600000000006;39.022399999999998
251;WV;RLX;Wood;54107;E;nw;-81.515000000000001;39.211100000000002
252;WV;RLX;Wyoming;54109;E;ss;-81.549099999999996;37.609600000000000
253;WV;RLX;Barbour;54001;E;ne;-80.003000000000000;39.132899999999999
254;WV;RLX;Taylor;54091;E;nn;-80.046099999999996;39.335999999999999
255;WV;RLX;Webster;54101;E;ne;-80.421899999999994;38.494700000000002
256;WV;RLX;Wayne;54099;E;ww;-82.427000000000007;38.146099999999997
257;WV;RLX;Upshur;54097;E;ne;-80.233400000000003;38.897799999999997
258;WV;RLX;Tyler;54095;E;nn;-80.884900000000002;39.465299999999999
259;WV;PBZ;Tucker;54093;E;ne;-79.564999999999998;39.113599999999998
260;WV;RNK;Summers;54089;E;se;-80.858599999999996;37.655900000000003
261;WV;RLX;Roane;54087;E;cc;-81.348299999999995;38.713999999999999
262;WV;RLX;Ritchie;54085;E;nw;-81.062899999999999;39.178300000000000
263;PA;CTP;Northumberland;42097;E;cc;-76.709100000000007;40.851999999999997
264;ME;GYX;Androscoggin;23001;E;sw;-70.204499999999996;44.165399999999998
265;NJ;OKX;Hudson;34017;E;ne;-74.082499999999996;40.706800000000001
266;NY;OKX;Richmond;36085;E;se;-74.155699999999996;40.580199999999998
267;NJ;OKX;Essex;34013;E;ne;-74.129300000000001;40.689999999999998
268;NY;OKX;Richmond;36085;E;se;-74.134299999999996;40.643500000000003
269;NJ;OKX;Hudson;34017;E;ne;-74.077799999999996;40.740900000000003
270;NJ;OKX;Bergen;34003;E;ne;-73.934399999999997;40.900100000000002
271;NY;OKX;Westchester;36119;E;se;-73.899799999999999;40.960099999999997
272;NY;OKX;Bronx;36005;E;se;-73.866900000000001;40.852699999999999
273;NY;OKX;New York;36061;E;se;-73.968900000000005;40.778599999999997
274;NY;OKX;Bronx;36005;E;se;-73.870699999999999;40.825000000000003
275;RI;BOX;Bristol;44001;E; ;-71.284199999999998;41.716099999999997
276;MA;BOX;Dukes;25007;E;se;-70.656099999999995;41.396599999999999
277;NY;BUF;Niagara;36063;E;ww;-78.742699999999999;43.201099999999997
278;NY;BUF;Wayne;36117;E;ww;-77.029200000000003;43.156599999999997
279;NY;BUF;Oswego;36075;E;cc;-76.141199999999998;43.426099999999998
280;NY;BUF;Orleans;36073;E;ww;-78.231200000000001;43.252200000000002
281;NY;BUF;Monroe;36055;E;ww;-77.695800000000006;43.146400000000000
282;ME;GYX;Knox;23013;E;sc;-69.173000000000002;44.149999999999999
283;ME;GYX;Sagadahoc;23023;E;sc;-69.861300000000000;43.970500000000001
284;ME;GYX;Lincoln;23015;E;sc;-69.543099999999995;44.075200000000002
285;NH;GYX;Merrimack;33013;E;cc;-71.680199999999999;43.297699999999999
286;NJ;OKX;Union;34039;E;ne;-74.159700000000001;40.657200000000003
287;PA;PBZ;Fayette;42051;E;sw;-79.647400000000005;39.919800000000002
288;PA;PBZ;Westmoreland;42129;E;sw;-79.466800000000006;40.310699999999997
289;MA;BOX;Middlesex;25017;E;ne;-71.391800000000003;42.485500000000002
290;CT;OKX;New Haven;09009;E;ss;-72.932400000000001;41.410800000000002
291;CT;ALY;Litchfield;09005;E;nn;-73.245300000000000;41.792499999999997
292;MA;BOX;Worcester;25027;E;cc;-71.907700000000006;42.351399999999998
293;MA;ALY;Berkshire;25003;E;ww;-73.206400000000002;42.370600000000003
294;MA;BOX;Franklin;25011;E;ww;-72.591899999999995;42.583100000000002
295;MA;BOX;Hampshire;25015;E;ww;-72.663799999999995;42.340100000000000
296;MA;BOX;Norfolk;25021;E;ee;-71.224800000000002;42.155000000000001
297;ME;CAR;Piscataquis;23021;E;nc;-69.283500000000004;45.838000000000001
298;ME;GYXCAR;Somerset;23025;E;wc;-69.958200000000005;45.513800000000003
299;ME;CAR;Aroostook;23003;E;nn;-68.598799999999997;46.658799999999999
300;ME;GYX;Oxford;23017;E;ww;-70.755499999999998;44.499000000000002
301;ME;CAR;Penobscot;23019;E;ec;-68.649400000000000;45.400599999999997
302;NH;GYX;Carroll;33003;E;nn;-71.202799999999996;43.873899999999999
303;NH;GYX;Hillsborough;33011;E;ss;-71.715999999999994;42.915300000000002
304;NJ;OKX;Passaic;34031;E;ne;-74.300299999999993;41.033700000000003
305;NY;OKX;Westchester;36119;E;se;-73.755300000000005;41.164299999999997
306;NY;ALY;Washington;36115;E;ec;-73.430700000000002;43.313699999999997
307;NY;ALY;Warren;36113;E;ec;-73.846000000000004;43.561000000000000
308;NY;ALY;Fulton;36035;E;ee;-74.422200000000004;43.113900000000001
309;NY;BTV;Essex;36031;E;nn;-73.772700000000000;44.117199999999997
310;NY;BTV;Clinton;36019;E;nn;-73.678100000000001;44.746200000000002
311;NY;BTV;Franklin;36033;E;nn;-74.303799999999995;44.592900000000000
312;NY;BUFBGM;Cayuga;36011;E;cc;-76.554299999999998;42.916899999999998
313;NY;BGM;Oneida;36065;E;cc;-75.435900000000004;43.241799999999998
314;NY;ALY;Herkimer;36043;E;ee;-74.962599999999995;43.419600000000003
315;NY;ALY;Schenectady;36093;E;ec;-74.058499999999995;42.818199999999997
316;NY;ALY;Albany;36001;E;ec;-73.973500000000001;42.600200000000001
317;NY;ALY;Greene;36039;E;ec;-74.122699999999995;42.276600000000002
318;NY;ALY;Ulster;36111;E;ec;-74.258499999999998;41.888100000000001
319;NY;ALY;Dutchess;36027;E;ec;-73.742800000000003;41.765200000000000
320;NY;ALY;Columbia;36021;E;ec;-73.631799999999998;42.250100000000003
321;NY;ALY;Rensselaer;36083;E;ec;-73.509699999999995;42.711100000000002
322;NY;ALY;Saratoga;36091;E;ec;-73.863900000000001;43.107399999999998
323;NY;BTV;St. Lawrence;36089;E;nn;-75.062500000000000;44.492100000000001
324;PA;CTP;Centre;42027;E;cc;-77.819599999999994;40.918999999999997
325;PA;CTP;Lycoming;42081;E;nc;-77.064499999999995;41.343299999999999
326;PA;BGM;Wayne;42127;E;ne;-75.303299999999993;41.648699999999998
327;PA;CLE;Erie;42049;E;nw;-80.032200000000003;41.991700000000002
328;PA;CTP;Clinton;42035;E;nc;-77.638499999999993;41.234099999999998
329;RI;BOX;Providence;44007;E; ;-71.581100000000006;41.872399999999999
330;RI;BOX;Washington;44009;E; ;-71.623400000000004;41.468699999999998
331;VT;BTV;Chittenden;50007;E;nw;-73.080900000000000;44.460900000000002
332;VT;BTV;Addison;50001;E;cc;-73.140699999999995;44.030600000000000
333;VT;BTV;Rutland;50021;E;ss;-73.036600000000007;43.580100000000002
334;VT;ALY;Windham;50025;E;ss;-72.713800000000006;42.990600000000001
335;VT;BTV;Franklin;50011;E;nw;-72.912000000000006;44.857399999999998
336;MA;BOX;Essex;25009;E;ne;-70.958100000000002;42.672899999999998
337;MA;BOX;Plymouth;25023;E;se;-70.812899999999999;41.954700000000003
338;MA;BOX;Hampden;25013;E;ww;-72.631600000000006;42.135100000000001
339;RI;BOX;Kent;44003;E; ;-71.594300000000004;41.671900000000001
340;NH;GYX;Rockingham;33015;E;ss;-71.125100000000003;42.987699999999997
341;NJ;OKX;Union;34039;E;ne;-74.310400000000001;40.659999999999997
342;ME;GYX;York;23031;E;sw;-70.715599999999995;43.479599999999998
343;ME;GYX;Cumberland;23005;E;sw;-70.409599999999998;43.848700000000001
344;ME;GYX;Franklin;23007;E;ww;-70.444000000000003;44.973999999999997
345;NJ;OKX;Bergen;34003;E;ne;-74.078100000000006;40.961500000000001
346;CT;OKX;New London;09011;E;ss;-72.100399999999993;41.489300000000000
347;MA;BOX;Suffolk;25025;E;ee;-71.081800000000001;42.330800000000004
348;ME;GYX;Waldo;23027;E;sc;-69.147800000000004;44.503700000000002
349;ME;CAR;Hancock;23009;E;se;-68.353099999999998;44.674900000000001
350;NY;OKX;Nassau;36059;E;se;-73.588499999999996;40.741100000000003
351;NJ;OKX;Essex;34013;E;ne;-74.248099999999994;40.788100000000000
352;MA;BOX;Barnstable;25001;E;se;-70.298199999999994;41.725700000000003
353;ME;GYX;Kennebec;23011;E;sc;-69.767200000000003;44.409300000000002
354;CT;OKX;Middlesex;09007;E;ss;-72.534000000000006;41.462400000000002
355;CT;OKX;Fairfield;09001;E;ss;-73.388700000000000;41.273099999999999
356;NH;GYX;Coos;33007;E;nn;-71.305700000000002;44.689300000000003
